Date:  14:27, Wednesday, March 13, 2013
Model name: RD100_solder
Study name: Study 1
Plot type: Thermal Thermal2
Time step: 1
Result Type: HFluxY 


Node  ,Value (W/m^2)  ,X (mm)  ,Y (mm)  ,Z (mm)  ,Components
34708  ,-4.576e+002  ,-16.483  ,9.9186  ,-24.583  ,iso-1
34712  ,-3.516e+002  ,-17.196  ,9.9186  ,-23.137  ,iso-1
34713  ,-4.370e+002  ,-17.196  ,9.9186  ,-22.414  ,iso-1
34714  ,-3.367e+002  ,-16.483  ,9.9186  ,-23.137  ,iso-1
34720  ,-3.828e+002  ,-17.196  ,9.9186  ,-21.69  ,iso-1
34721  ,-4.893e+002  ,-17.196  ,9.9186  ,-20.967  ,iso-1
34722  ,-3.389e+002  ,-16.483  ,9.9186  ,-21.69  ,iso-1
34727  ,-3.927e+002  ,-17.196  ,9.9186  ,-20.244  ,iso-1
34728  ,-4.730e+002  ,-17.196  ,9.9186  ,-19.521  ,iso-1
34729  ,-3.367e+002  ,-16.483  ,9.9186  ,-20.244  ,iso-1
34737  ,-3.538e+002  ,-17.196  ,9.9186  ,-18.798  ,iso-1
34738  ,-4.955e+002  ,-17.196  ,9.9186  ,-18.074  ,iso-1
34739  ,-3.006e+002  ,-16.483  ,9.9186  ,-18.798  ,iso-1
34743  ,-4.522e+002  ,-17.196  ,9.9186  ,-17.351  ,iso-1
34744  ,-5.073e+002  ,-17.196  ,9.9186  ,-16.628  ,iso-1
34745  ,-3.288e+002  ,-16.483  ,9.9186  ,-17.351  ,iso-1
34751  ,-3.539e+002  ,-17.196  ,9.9186  ,-15.905  ,iso-1
34752  ,-3.497e+002  ,-17.196  ,9.9186  ,-15.182  ,iso-1
34753  ,-2.980e+002  ,-16.483  ,9.9186  ,-15.905  ,iso-1
34758  ,-3.502e+002  ,-17.196  ,9.9186  ,-14.459  ,iso-1
34759  ,-3.654e+002  ,-17.196  ,9.9186  ,-13.735  ,iso-1
34760  ,-3.732e+002  ,-16.483  ,9.9186  ,-14.459  ,iso-1
34767  ,-4.295e+002  ,-17.196  ,9.9186  ,-13.012  ,iso-1
34768  ,-3.868e+002  ,-17.196  ,9.9186  ,-12.289  ,iso-1
34769  ,-5.423e+002  ,-16.483  ,9.9186  ,-13.012  ,iso-1
34774  ,-3.921e+002  ,-17.196  ,9.9186  ,-11.566  ,iso-1
34775  ,-3.696e+002  ,-17.196  ,9.9186  ,-10.843  ,iso-1
34776  ,-3.443e+002  ,-16.483  ,9.9186  ,-11.566  ,iso-1
34782  ,-4.496e+002  ,-17.196  ,9.9186  ,-10.119  ,iso-1
34783  ,-6.640e+002  ,-17.196  ,9.9186  ,-9.3961  ,iso-1
34784  ,-5.225e+002  ,-16.483  ,9.9186  ,-10.119  ,iso-1
34789  ,-4.383e+002  ,-17.196  ,9.9186  ,-8.673  ,iso-1
34790  ,-2.985e+001  ,-17.196  ,9.9186  ,-7.9498  ,iso-1
34791  ,-6.303e+002  ,-16.483  ,9.9186  ,-8.673  ,iso-1
34794  ,-1.472e+002  ,-17.196  ,9.9186  ,-7.2266  ,iso-1
34795  ,-4.437e+002  ,-17.196  ,9.9186  ,-6.5034  ,iso-1
34796  ,-2.985e+002  ,-16.483  ,9.9186  ,-7.2266  ,iso-1
34799  ,-6.731e+002  ,-17.196  ,9.9186  ,-5.7802  ,iso-1
34800  ,-7.506e+002  ,-17.196  ,9.9186  ,-5.057  ,iso-1
34801  ,-9.732e+002  ,-16.483  ,9.9186  ,-5.7802  ,iso-1
34806  ,-8.935e+002  ,-17.196  ,9.9186  ,-4.3338  ,iso-1
34807  ,-7.372e+002  ,-17.196  ,9.9186  ,-3.6106  ,iso-1
34808  ,-1.075e+003  ,-16.483  ,9.9186  ,-4.3338  ,iso-1
34815  ,-2.990e+002  ,-17.196  ,9.9186  ,-2.8874  ,iso-1
34816  ,-2.634e+002  ,-17.196  ,9.9186  ,-2.1642  ,iso-1
34817  ,-4.371e+002  ,-16.483  ,9.9186  ,-2.8874  ,iso-1
34822  ,-4.121e+002  ,-17.196  ,9.9186  ,-1.441  ,iso-1
34823  ,-5.885e+002  ,-17.196  ,9.9186  ,-0.71781  ,iso-1
34824  ,-5.695e+002  ,-16.483  ,9.9186  ,-1.441  ,iso-1
34830  ,-5.710e+002  ,-17.196  ,9.9186  ,0.0053806  ,iso-1
34831  ,-5.887e+002  ,-17.196  ,9.9186  ,0.72857  ,iso-1
34832  ,-5.899e+002  ,-16.483  ,9.9186  ,0.0053806  ,iso-1
34834  ,-3.485e+002  ,-17.196  ,9.9186  ,1.4518  ,iso-1
34835  ,-2.508e+002  ,-17.196  ,9.9186  ,2.175  ,iso-1
34836  ,-4.922e+002  ,-16.483  ,9.9186  ,1.4518  ,iso-1
34841  ,-3.750e+002  ,-17.196  ,9.9186  ,2.8982  ,iso-1
34842  ,-5.536e+002  ,-17.196  ,9.9186  ,3.6214  ,iso-1
34843  ,-3.509e+002  ,-16.483  ,9.9186  ,2.8982  ,iso-1
34848  ,-6.265e+002  ,-17.196  ,9.9186  ,4.3445  ,iso-1
34849  ,-5.717e+002  ,-17.196  ,9.9186  ,5.0677  ,iso-1
34850  ,-5.646e+002  ,-16.483  ,9.9186  ,4.3445  ,iso-1
34855  ,-4.611e+002  ,-17.196  ,9.9186  ,5.7909  ,iso-1
34856  ,-3.691e+002  ,-17.196  ,9.9186  ,6.5141  ,iso-1
34857  ,-4.237e+002  ,-16.483  ,9.9186  ,5.7909  ,iso-1
34862  ,-3.976e+002  ,-17.196  ,9.9186  ,7.2373  ,iso-1
34863  ,-4.055e+002  ,-17.196  ,9.9186  ,7.9605  ,iso-1
34864  ,-3.889e+002  ,-16.483  ,9.9186  ,7.2373  ,iso-1
34870  ,-4.388e+002  ,-17.196  ,9.9186  ,8.6837  ,iso-1
34871  ,-4.258e+002  ,-17.196  ,9.9186  ,9.4069  ,iso-1
34872  ,-3.871e+002  ,-16.483  ,9.9186  ,8.6837  ,iso-1
34879  ,-3.950e+002  ,-17.196  ,9.9186  ,10.13  ,iso-1
34880  ,-3.517e+002  ,-17.196  ,9.9186  ,10.853  ,iso-1
34881  ,-3.382e+002  ,-16.483  ,9.9186  ,10.13  ,iso-1
34887  ,-4.001e+002  ,-17.196  ,9.9186  ,11.576  ,iso-1
34888  ,-3.986e+002  ,-17.196  ,9.9186  ,12.3  ,iso-1
34889  ,-4.061e+002  ,-16.483  ,9.9186  ,11.576  ,iso-1
34896  ,-4.011e+002  ,-17.196  ,9.9186  ,13.023  ,iso-1
34897  ,-3.772e+002  ,-17.196  ,9.9186  ,13.746  ,iso-1
34898  ,-3.904e+002  ,-16.483  ,9.9186  ,13.023  ,iso-1
34901  ,-4.081e+002  ,-17.196  ,9.9186  ,14.469  ,iso-1
34902  ,-4.515e+002  ,-17.196  ,9.9186  ,15.192  ,iso-1
34903  ,-4.061e+002  ,-16.483  ,9.9186  ,14.469  ,iso-1
34908  ,-5.034e+002  ,-17.196  ,9.9186  ,15.916  ,iso-1
34909  ,-5.650e+002  ,-17.196  ,9.9186  ,16.639  ,iso-1
34910  ,-5.006e+002  ,-16.483  ,9.9186  ,15.916  ,iso-1
34916  ,-6.836e+002  ,-17.196  ,9.9186  ,17.362  ,iso-1
34917  ,-8.801e+002  ,-17.196  ,9.9186  ,18.085  ,iso-1
34918  ,-7.002e+002  ,-16.483  ,9.9186  ,17.362  ,iso-1
34926  ,-1.267e+003  ,-17.196  ,9.9186  ,18.808  ,iso-1
34927  ,-1.920e+003  ,-17.196  ,9.9186  ,19.532  ,iso-1
34928  ,-1.347e+003  ,-16.483  ,9.9186  ,18.808  ,iso-1
34933  ,-2.089e+003  ,-15.77  ,9.9186  ,-29.646  ,iso-1
34941  ,-1.243e+003  ,-15.77  ,9.9186  ,-28.922  ,iso-1
34942  ,-7.996e+002  ,-15.77  ,9.9186  ,-28.199  ,iso-1
34943  ,-1.258e+003  ,-15.057  ,9.9186  ,-28.922  ,iso-1
34946  ,-7.122e+002  ,-15.77  ,9.9186  ,-27.476  ,iso-1
34947  ,-5.499e+002  ,-15.77  ,9.9186  ,-26.753  ,iso-1
34948  ,-7.012e+002  ,-15.057  ,9.9186  ,-27.476  ,iso-1
34953  ,-4.789e+002  ,-15.77  ,9.9186  ,-26.03  ,iso-1
34954  ,-4.461e+002  ,-15.77  ,9.9186  ,-25.306  ,iso-1
34955  ,-4.833e+002  ,-15.057  ,9.9186  ,-26.03  ,iso-1
34961  ,-4.535e+002  ,-15.77  ,9.9186  ,-24.583  ,iso-1
34962  ,-3.822e+002  ,-15.77  ,9.9186  ,-23.86  ,iso-1
34963  ,-4.390e+002  ,-15.057  ,9.9186  ,-24.583  ,iso-1
34967  ,-3.819e+002  ,-15.77  ,9.9186  ,-23.137  ,iso-1
34968  ,-4.206e+002  ,-15.77  ,9.9186  ,-22.414  ,iso-1
34969  ,-4.108e+002  ,-15.057  ,9.9186  ,-23.137  ,iso-1
34971  ,-3.519e+002  ,-15.77  ,9.9186  ,-21.69  ,iso-1
34972  ,-4.923e+002  ,-15.77  ,9.9186  ,-20.967  ,iso-1
34973  ,-3.232e+002  ,-15.057  ,9.9186  ,-21.69  ,iso-1
34980  ,-3.928e+002  ,-15.77  ,9.9186  ,-20.244  ,iso-1
34981  ,-5.189e+002  ,-15.77  ,9.9186  ,-19.521  ,iso-1
34982  ,-3.361e+002  ,-15.057  ,9.9186  ,-20.244  ,iso-1
34988  ,-3.423e+002  ,-15.77  ,9.9186  ,-18.798  ,iso-1
34989  ,-4.943e+002  ,-15.77  ,9.9186  ,-18.074  ,iso-1
34990  ,-3.509e+002  ,-15.057  ,9.9186  ,-18.798  ,iso-1
34992  ,-3.315e+002  ,-15.77  ,9.9186  ,-17.351  ,iso-1
34993  ,-4.358e+002  ,-15.77  ,9.9186  ,-16.628  ,iso-1
34994  ,-1.120e+002  ,-15.057  ,9.9186  ,-17.351  ,iso-1
34998  ,-3.159e+002  ,-15.77  ,9.9186  ,-15.905  ,iso-1
34999  ,-4.394e+002  ,-15.77  ,9.9186  ,-15.182  ,iso-1
35000  ,1.897e+001  ,-15.057  ,9.9186  ,-15.905  ,iso-1
35005  ,-5.740e+002  ,-15.77  ,9.9186  ,-14.459  ,iso-1
35006  ,-5.207e+002  ,-15.77  ,9.9186  ,-13.735  ,iso-1
35007  ,-4.759e+002  ,-15.057  ,9.9186  ,-14.459  ,iso-1
35013  ,-5.620e+002  ,-15.77  ,9.9186  ,-13.012  ,iso-1
35014  ,-4.964e+002  ,-15.77  ,9.9186  ,-12.289  ,iso-1
35015  ,-7.925e+002  ,-15.057  ,9.9186  ,-13.012  ,iso-1
35020  ,-5.408e+002  ,-15.77  ,9.9186  ,-11.566  ,iso-1
35021  ,-4.500e+002  ,-15.77  ,9.9186  ,-10.843  ,iso-1
35022  ,-7.666e+002  ,-15.057  ,9.9186  ,-11.566  ,iso-1
35027  ,-6.241e+002  ,-15.77  ,9.9186  ,-10.119  ,iso-1
35028  ,-9.801e+002  ,-15.77  ,9.9186  ,-9.3961  ,iso-1
35029  ,-1.325e+003  ,-15.057  ,9.9186  ,-10.119  ,iso-1
35034  ,-8.982e+002  ,-15.77  ,9.9186  ,-8.673  ,iso-1
35035  ,-7.365e+002  ,-15.77  ,9.9186  ,-7.9498  ,iso-1
35036  ,-1.285e+003  ,-15.057  ,9.9186  ,-8.673  ,iso-1
35040  ,-6.046e+002  ,-15.77  ,9.9186  ,-7.2266  ,iso-1
35041  ,-8.260e+002  ,-15.77  ,9.9186  ,-6.5034  ,iso-1
35042  ,-8.686e+002  ,-15.057  ,9.9186  ,-7.2266  ,iso-1
35047  ,-1.134e+003  ,-15.77  ,9.9186  ,-5.7802  ,iso-1
35048  ,-1.320e+003  ,-15.77  ,9.9186  ,-5.057  ,iso-1
35049  ,-1.063e+003  ,-15.057  ,9.9186  ,-5.7802  ,iso-1
35054  ,-1.170e+003  ,-15.77  ,9.9186  ,-4.3338  ,iso-1
35055  ,-1.108e+003  ,-15.77  ,9.9186  ,-3.6106  ,iso-1
35056  ,-9.021e+002  ,-15.057  ,9.9186  ,-4.3338  ,iso-1
35063  ,-1.055e+003  ,-15.77  ,9.9186  ,-2.8874  ,iso-1
35064  ,-7.552e+002  ,-15.77  ,9.9186  ,-2.1642  ,iso-1
35065  ,-1.303e+003  ,-15.057  ,9.9186  ,-2.8874  ,iso-1
35070  ,-6.822e+002  ,-15.77  ,9.9186  ,-1.441  ,iso-1
35071  ,-8.780e+002  ,-15.77  ,9.9186  ,-0.71781  ,iso-1
35072  ,-1.062e+003  ,-15.057  ,9.9186  ,-1.441  ,iso-1
35077  ,-7.841e+002  ,-15.77  ,9.9186  ,0.0053806  ,iso-1
35078  ,-6.521e+002  ,-15.77  ,9.9186  ,0.72857  ,iso-1
35079  ,-1.354e+003  ,-15.057  ,9.9186  ,0.0053806  ,iso-1
35085  ,-5.614e+002  ,-15.77  ,9.9186  ,1.4518  ,iso-1
35086  ,-4.129e+002  ,-15.77  ,9.9186  ,2.175  ,iso-1
35087  ,-9.689e+002  ,-15.057  ,9.9186  ,1.4518  ,iso-1
35091  ,-2.581e+002  ,-15.77  ,9.9186  ,2.8982  ,iso-1
35092  ,-3.795e+002  ,-15.77  ,9.9186  ,3.6214  ,iso-1
35093  ,-3.473e+002  ,-15.057  ,9.9186  ,2.8982  ,iso-1
35098  ,-3.719e+002  ,-15.77  ,9.9186  ,4.3445  ,iso-1
35099  ,-3.091e+002  ,-15.77  ,9.9186  ,5.0677  ,iso-1
35100  ,-3.575e+002  ,-15.057  ,9.9186  ,4.3445  ,iso-1
35105  ,-2.630e+002  ,-15.77  ,9.9186  ,5.7909  ,iso-1
35106  ,-2.506e+002  ,-15.77  ,9.9186  ,6.5141  ,iso-1
35107  ,-1.779e+002  ,-15.057  ,9.9186  ,5.7909  ,iso-1
35112  ,-3.723e+002  ,-15.77  ,9.9186  ,7.2373  ,iso-1
35113  ,-4.168e+002  ,-15.77  ,9.9186  ,7.9605  ,iso-1
35114  ,-3.602e+002  ,-15.057  ,9.9186  ,7.2373  ,iso-1
35121  ,-4.010e+002  ,-15.77  ,9.9186  ,8.6837  ,iso-1
35122  ,-3.403e+002  ,-15.77  ,9.9186  ,9.4069  ,iso-1
35123  ,-4.253e+002  ,-15.057  ,9.9186  ,8.6837  ,iso-1
35128  ,-3.210e+002  ,-15.77  ,9.9186  ,10.13  ,iso-1
35129  ,-3.506e+002  ,-15.77  ,9.9186  ,10.853  ,iso-1
35130  ,-3.291e+002  ,-15.057  ,9.9186  ,10.13  ,iso-1
35132  ,-3.876e+002  ,-15.77  ,9.9186  ,11.576  ,iso-1
35133  ,-4.154e+002  ,-15.77  ,9.9186  ,12.3  ,iso-1
35134  ,-3.835e+002  ,-15.057  ,9.9186  ,11.576  ,iso-1
35141  ,-4.043e+002  ,-15.77  ,9.9186  ,13.023  ,iso-1
35142  ,-3.772e+002  ,-15.77  ,9.9186  ,13.746  ,iso-1
35143  ,-4.055e+002  ,-15.057  ,9.9186  ,13.023  ,iso-1
35146  ,-4.021e+002  ,-15.77  ,9.9186  ,14.469  ,iso-1
35147  ,-4.554e+002  ,-15.77  ,9.9186  ,15.192  ,iso-1
35148  ,-3.970e+002  ,-15.057  ,9.9186  ,14.469  ,iso-1
35153  ,-5.129e+002  ,-15.77  ,9.9186  ,15.916  ,iso-1
35154  ,-5.724e+002  ,-15.77  ,9.9186  ,16.639  ,iso-1
35155  ,-5.091e+002  ,-15.057  ,9.9186  ,15.916  ,iso-1
35159  ,-6.921e+002  ,-15.77  ,9.9186  ,17.362  ,iso-1
35160  ,-9.061e+002  ,-15.77  ,9.9186  ,18.085  ,iso-1
35161  ,-7.116e+002  ,-15.057  ,9.9186  ,17.362  ,iso-1
35165  ,-1.347e+003  ,-15.77  ,9.9186  ,18.808  ,iso-1
35166  ,-1.794e+003  ,-15.77  ,9.9186  ,19.532  ,iso-1
35167  ,-1.344e+003  ,-15.057  ,9.9186  ,18.808  ,iso-1
35174  ,-2.158e+003  ,-14.344  ,9.9186  ,-29.646  ,iso-1
35181  ,-1.290e+003  ,-14.344  ,9.9186  ,-28.922  ,iso-1
35182  ,-8.818e+002  ,-14.344  ,9.9186  ,-28.199  ,iso-1
35183  ,-1.385e+003  ,-13.631  ,9.9186  ,-28.922  ,iso-1
35188  ,-7.203e+002  ,-14.344  ,9.9186  ,-27.476  ,iso-1
35189  ,-6.221e+002  ,-14.344  ,9.9186  ,-26.753  ,iso-1
35190  ,-7.104e+002  ,-13.631  ,9.9186  ,-27.476  ,iso-1
35196  ,-4.961e+002  ,-14.344  ,9.9186  ,-26.03  ,iso-1
35197  ,-4.588e+002  ,-14.344  ,9.9186  ,-25.306  ,iso-1
35198  ,-4.995e+002  ,-13.631  ,9.9186  ,-26.03  ,iso-1
35203  ,-4.001e+002  ,-14.344  ,9.9186  ,-24.583  ,iso-1
35204  ,-3.845e+002  ,-14.344  ,9.9186  ,-23.86  ,iso-1
35205  ,-4.091e+002  ,-13.631  ,9.9186  ,-24.583  ,iso-1
35213  ,-4.375e+002  ,-14.344  ,9.9186  ,-23.137  ,iso-1
35214  ,-3.310e+002  ,-14.344  ,9.9186  ,-22.414  ,iso-1
35215  ,-4.317e+002  ,-13.631  ,9.9186  ,-23.137  ,iso-1
35219  ,-3.583e+002  ,-14.344  ,9.9186  ,-21.69  ,iso-1
35220  ,-4.442e+002  ,-14.344  ,9.9186  ,-20.967  ,iso-1
35221  ,-3.999e+002  ,-13.631  ,9.9186  ,-21.69  ,iso-1
35228  ,-3.764e+002  ,-14.344  ,9.9186  ,-20.244  ,iso-1
35229  ,-5.557e+002  ,-14.344  ,9.9186  ,-19.521  ,iso-1
35230  ,-3.922e+002  ,-13.631  ,9.9186  ,-20.244  ,iso-1
35232  ,-4.377e+002  ,-14.344  ,9.9186  ,-18.798  ,iso-1
35233  ,-5.473e+002  ,-14.344  ,9.9186  ,-18.074  ,iso-1
35234  ,-4.390e+002  ,-13.631  ,9.9186  ,-18.798  ,iso-1
35239  ,-1.928e+002  ,-14.344  ,9.9186  ,-17.351  ,iso-1
35240  ,-1.704e+002  ,-14.344  ,9.9186  ,-16.628  ,iso-1
35241  ,-1.995e+002  ,-13.631  ,9.9186  ,-17.351  ,iso-1
35246  ,-2.012e+002  ,-14.344  ,9.9186  ,-15.905  ,iso-1
35247  ,-5.673e+002  ,-14.344  ,9.9186  ,-15.182  ,iso-1
35248  ,-2.723e+002  ,-13.631  ,9.9186  ,-15.905  ,iso-1
35253  ,-9.482e+002  ,-14.344  ,9.9186  ,-14.459  ,iso-1
35254  ,-1.076e+003  ,-14.344  ,9.9186  ,-13.735  ,iso-1
35255  ,-8.891e+002  ,-13.631  ,9.9186  ,-14.459  ,iso-1
35262  ,-6.080e+002  ,-14.344  ,9.9186  ,-13.012  ,iso-1
35263  ,-4.669e+002  ,-14.344  ,9.9186  ,-12.289  ,iso-1
35264  ,-8.201e+002  ,-13.631  ,9.9186  ,-13.012  ,iso-1
35268  ,-6.662e+002  ,-14.344  ,9.9186  ,-11.566  ,iso-1
35269  ,-7.174e+002  ,-14.344  ,9.9186  ,-10.843  ,iso-1
35270  ,-5.859e+002  ,-13.631  ,9.9186  ,-11.566  ,iso-1
35274  ,-9.425e+002  ,-14.344  ,9.9186  ,-10.119  ,iso-1
35275  ,-1.365e+003  ,-14.344  ,9.9186  ,-9.3961  ,iso-1
35276  ,-7.291e+002  ,-13.631  ,9.9186  ,-10.119  ,iso-1
35281  ,-1.417e+003  ,-14.344  ,9.9186  ,-8.673  ,iso-1
35282  ,-1.141e+003  ,-14.344  ,9.9186  ,-7.9498  ,iso-1
35283  ,-7.907e+002  ,-13.631  ,9.9186  ,-8.673  ,iso-1
35285  ,-9.890e+002  ,-14.344  ,9.9186  ,-7.2266  ,iso-1
35286  ,-8.385e+002  ,-14.344  ,9.9186  ,-6.5034  ,iso-1
35287  ,-1.602e+003  ,-13.631  ,9.9186  ,-7.2266  ,iso-1
35294  ,-8.954e+002  ,-14.344  ,9.9186  ,-5.7802  ,iso-1
35295  ,-9.792e+002  ,-14.344  ,9.9186  ,-5.057  ,iso-1
35296  ,-1.628e+003  ,-13.631  ,9.9186  ,-5.7802  ,iso-1
35302  ,-1.122e+003  ,-14.344  ,9.9186  ,-4.3338  ,iso-1
35303  ,-1.136e+003  ,-14.344  ,9.9186  ,-3.6106  ,iso-1
35304  ,-1.056e+003  ,-13.631  ,9.9186  ,-4.3338  ,iso-1
35311  ,-1.364e+003  ,-14.344  ,9.9186  ,-2.8874  ,iso-1
35312  ,-1.356e+003  ,-14.344  ,9.9186  ,-2.1642  ,iso-1
35313  ,-1.688e+003  ,-13.631  ,9.9186  ,-2.8874  ,iso-1
35318  ,-1.139e+003  ,-14.344  ,9.9186  ,-1.441  ,iso-1
35319  ,-1.214e+003  ,-14.344  ,9.9186  ,-0.71781  ,iso-1
35320  ,-1.045e+003  ,-13.631  ,9.9186  ,-1.441  ,iso-1
35325  ,-1.296e+003  ,-14.344  ,9.9186  ,0.0053806  ,iso-1
35326  ,-1.381e+003  ,-14.344  ,9.9186  ,0.72857  ,iso-1
35327  ,-6.113e+002  ,-13.631  ,9.9186  ,0.0053806  ,iso-1
35332  ,-1.114e+003  ,-14.344  ,9.9186  ,1.4518  ,iso-1
35333  ,-5.277e+002  ,-14.344  ,9.9186  ,2.175  ,iso-1
35334  ,-1.094e+003  ,-13.631  ,9.9186  ,1.4518  ,iso-1
35337  ,-5.090e+002  ,-14.344  ,9.9186  ,2.8982  ,iso-1
35338  ,-5.893e+002  ,-14.344  ,9.9186  ,3.6214  ,iso-1
35339  ,-5.279e+002  ,-13.631  ,9.9186  ,2.8982  ,iso-1
35344  ,-5.434e+002  ,-14.344  ,9.9186  ,4.3445  ,iso-1
35345  ,-4.690e+002  ,-14.344  ,9.9186  ,5.0677  ,iso-1
35346  ,-6.908e+002  ,-13.631  ,9.9186  ,4.3445  ,iso-1
35351  ,-2.386e+002  ,-14.344  ,9.9186  ,5.7909  ,iso-1
35352  ,-2.646e+002  ,-14.344  ,9.9186  ,6.5141  ,iso-1
35353  ,-3.021e+002  ,-13.631  ,9.9186  ,5.7909  ,iso-1
35358  ,-3.783e+002  ,-14.344  ,9.9186  ,7.2373  ,iso-1
35359  ,-4.948e+002  ,-14.344  ,9.9186  ,7.9605  ,iso-1
35360  ,-3.781e+002  ,-13.631  ,9.9186  ,7.2373  ,iso-1
35364  ,-4.298e+002  ,-14.344  ,9.9186  ,8.6837  ,iso-1
35365  ,-4.281e+002  ,-14.344  ,9.9186  ,9.4069  ,iso-1
35366  ,-4.171e+002  ,-13.631  ,9.9186  ,8.6837  ,iso-1
35370  ,-3.697e+002  ,-14.344  ,9.9186  ,10.13  ,iso-1
35371  ,-3.781e+002  ,-14.344  ,9.9186  ,10.853  ,iso-1
35372  ,-3.999e+002  ,-13.631  ,9.9186  ,10.13  ,iso-1
35375  ,-3.778e+002  ,-14.344  ,9.9186  ,11.576  ,iso-1
35376  ,-4.148e+002  ,-14.344  ,9.9186  ,12.3  ,iso-1
35377  ,-3.750e+002  ,-13.631  ,9.9186  ,11.576  ,iso-1
35383  ,-3.891e+002  ,-14.344  ,9.9186  ,13.023  ,iso-1
35384  ,-4.031e+002  ,-14.344  ,9.9186  ,13.746  ,iso-1
35385  ,-3.746e+002  ,-13.631  ,9.9186  ,13.023  ,iso-1
35387  ,-4.072e+002  ,-14.344  ,9.9186  ,14.469  ,iso-1
35388  ,-4.722e+002  ,-14.344  ,9.9186  ,15.192  ,iso-1
35389  ,-4.010e+002  ,-13.631  ,9.9186  ,14.469  ,iso-1
35394  ,-5.282e+002  ,-14.344  ,9.9186  ,15.916  ,iso-1
35395  ,-6.003e+002  ,-14.344  ,9.9186  ,16.639  ,iso-1
35396  ,-5.151e+002  ,-13.631  ,9.9186  ,15.916  ,iso-1
35403  ,-7.189e+002  ,-14.344  ,9.9186  ,17.362  ,iso-1
35404  ,-9.317e+002  ,-14.344  ,9.9186  ,18.085  ,iso-1
35405  ,-7.362e+002  ,-13.631  ,9.9186  ,17.362  ,iso-1
35413  ,-1.362e+003  ,-14.344  ,9.9186  ,18.808  ,iso-1
35414  ,-1.901e+003  ,-14.344  ,9.9186  ,19.532  ,iso-1
35415  ,-1.417e+003  ,-13.631  ,9.9186  ,18.808  ,iso-1
35420  ,-1.989e+003  ,-12.918  ,9.9186  ,-29.646  ,iso-1
35425  ,-1.455e+003  ,-12.918  ,9.9186  ,-28.922  ,iso-1
35426  ,-9.205e+002  ,-12.918  ,9.9186  ,-28.199  ,iso-1
35427  ,-1.471e+003  ,-12.205  ,9.9186  ,-28.922  ,iso-1
35432  ,-7.409e+002  ,-12.918  ,9.9186  ,-27.476  ,iso-1
35433  ,-5.764e+002  ,-12.918  ,9.9186  ,-26.753  ,iso-1
35434  ,-7.321e+002  ,-12.205  ,9.9186  ,-27.476  ,iso-1
35436  ,-5.151e+002  ,-12.918  ,9.9186  ,-26.03  ,iso-1
35437  ,-4.500e+002  ,-12.918  ,9.9186  ,-25.306  ,iso-1
35438  ,-5.043e+002  ,-12.205  ,9.9186  ,-26.03  ,iso-1
35443  ,-4.256e+002  ,-12.918  ,9.9186  ,-24.583  ,iso-1
35444  ,-3.578e+002  ,-12.918  ,9.9186  ,-23.86  ,iso-1
35445  ,-4.050e+002  ,-12.205  ,9.9186  ,-24.583  ,iso-1
35450  ,-4.577e+002  ,-12.918  ,9.9186  ,-23.137  ,iso-1
35451  ,-3.625e+002  ,-12.918  ,9.9186  ,-22.414  ,iso-1
35452  ,-4.114e+002  ,-12.205  ,9.9186  ,-23.137  ,iso-1
35454  ,-4.369e+002  ,-12.918  ,9.9186  ,-21.69  ,iso-1
35455  ,-3.211e+002  ,-12.918  ,9.9186  ,-20.967  ,iso-1
35456  ,-4.096e+002  ,-12.205  ,9.9186  ,-21.69  ,iso-1
35462  ,-4.028e+002  ,-12.918  ,9.9186  ,-20.244  ,iso-1
35463  ,-5.594e+002  ,-12.918  ,9.9186  ,-19.521  ,iso-1
35464  ,-4.022e+002  ,-12.205  ,9.9186  ,-20.244  ,iso-1
35467  ,-4.360e+002  ,-12.918  ,9.9186  ,-18.798  ,iso-1
35468  ,-6.104e+002  ,-12.918  ,9.9186  ,-18.074  ,iso-1
35469  ,-3.539e+002  ,-12.205  ,9.9186  ,-18.798  ,iso-1
35474  ,-3.299e+002  ,-12.918  ,9.9186  ,-17.351  ,iso-1
35475  ,-5.835e+002  ,-12.918  ,9.9186  ,-16.628  ,iso-1
35476  ,-2.925e+002  ,-12.205  ,9.9186  ,-17.351  ,iso-1
35481  ,-4.760e+002  ,-12.918  ,9.9186  ,-15.905  ,iso-1
35482  ,-9.687e+002  ,-12.918  ,9.9186  ,-15.182  ,iso-1
35483  ,-4.338e+002  ,-12.205  ,9.9186  ,-15.905  ,iso-1
35488  ,-8.585e+002  ,-12.918  ,9.9186  ,-14.459  ,iso-1
35489  ,-9.219e+002  ,-12.918  ,9.9186  ,-13.735  ,iso-1
35490  ,-5.821e+002  ,-12.205  ,9.9186  ,-14.459  ,iso-1
35497  ,-6.690e+002  ,-12.918  ,9.9186  ,-13.012  ,iso-1
35498  ,-4.777e+002  ,-12.918  ,9.9186  ,-12.289  ,iso-1
35499  ,-8.740e+002  ,-12.205  ,9.9186  ,-13.012  ,iso-1
35505  ,-9.378e+002  ,-12.918  ,9.9186  ,-11.566  ,iso-1
35506  ,-1.149e+003  ,-12.918  ,9.9186  ,-10.843  ,iso-1
35507  ,-6.407e+002  ,-12.205  ,9.9186  ,-11.566  ,iso-1
35512  ,-8.538e+002  ,-12.918  ,9.9186  ,-10.119  ,iso-1
