Date:  14:27, Wednesday, March 13, 2013
Model name: RD100_solder
Study name: Study 1
Plot type: Thermal Thermal2
Time step: 1
Result Type: HFluxY 


Node  ,Value (W/m^2)  ,X (mm)  ,Y (mm)  ,Z (mm)  ,Components
18063  ,-9.022e+002  ,-0.79717  ,9.9186  ,-28.199  ,iso-1
18064  ,-2.098e+003  ,-0.79717  ,9.9186  ,-29.646  ,iso-1
18065  ,-1.925e+003  ,0.62879  ,9.9186  ,19.532  ,iso-1
18066  ,-8.888e+002  ,0.62879  ,9.9186  ,18.085  ,iso-1
18067  ,-5.962e+002  ,0.62879  ,9.9186  ,16.639  ,iso-1
18068  ,-4.396e+002  ,0.62879  ,9.9186  ,15.192  ,iso-1
18069  ,-4.331e+002  ,0.62879  ,9.9186  ,13.746  ,iso-1
18070  ,-3.560e+002  ,0.62879  ,9.9186  ,12.3  ,iso-1
18071  ,-4.446e+002  ,0.62879  ,9.9186  ,10.853  ,iso-1
18072  ,-3.077e+002  ,0.62879  ,9.9186  ,9.4069  ,iso-1
18073  ,-2.706e+002  ,0.62879  ,9.9186  ,7.9605  ,iso-1
18074  ,-7.138e+002  ,0.62879  ,9.9186  ,6.5141  ,iso-1
18075  ,-5.944e+002  ,0.62879  ,9.9186  ,5.0677  ,iso-1
18076  ,-6.140e+002  ,0.62879  ,9.9186  ,3.6214  ,iso-1
18077  ,-1.674e+003  ,0.62879  ,9.9186  ,2.175  ,iso-1
18078  ,-3.691e+003  ,0.62879  ,9.9186  ,0.72857  ,iso-1
18079  ,-5.605e+003  ,0.62879  ,9.9186  ,-0.71781  ,iso-1
18080  ,-3.637e+003  ,0.62879  ,9.9186  ,-2.1642  ,iso-1
18081  ,-7.083e+003  ,0.62879  ,9.9186  ,-3.6106  ,iso-1
18082  ,-7.694e+003  ,0.62879  ,9.9186  ,-5.057  ,iso-1
18083  ,-1.101e+004  ,0.62879  ,9.9186  ,-6.5034  ,iso-1
18084  ,-7.710e+003  ,0.62879  ,9.9186  ,-7.9498  ,iso-1
18085  ,-7.607e+003  ,0.62879  ,9.9186  ,-9.3961  ,iso-1
18086  ,-2.611e+003  ,0.62879  ,9.9186  ,-10.843  ,iso-1
18087  ,-1.151e+003  ,0.62879  ,9.9186  ,-12.289  ,iso-1
18088  ,-7.367e+002  ,0.62879  ,9.9186  ,-13.735  ,iso-1
18089  ,-7.913e+002  ,0.62879  ,9.9186  ,-15.182  ,iso-1
18090  ,-9.134e+002  ,0.62879  ,9.9186  ,-16.628  ,iso-1
18091  ,-2.933e+002  ,0.62879  ,9.9186  ,-18.074  ,iso-1
18092  ,-3.379e+002  ,0.62879  ,9.9186  ,-19.521  ,iso-1
18093  ,-4.945e+002  ,0.62879  ,9.9186  ,-20.967  ,iso-1
18094  ,-3.757e+002  ,0.62879  ,9.9186  ,-22.414  ,iso-1
18095  ,-4.088e+002  ,0.62879  ,9.9186  ,-23.86  ,iso-1
18096  ,-4.587e+002  ,0.62879  ,9.9186  ,-25.306  ,iso-1
18097  ,-5.937e+002  ,0.62879  ,9.9186  ,-26.753  ,iso-1
18098  ,-9.160e+002  ,0.62879  ,9.9186  ,-28.199  ,iso-1
18099  ,-1.997e+003  ,0.62879  ,9.9186  ,-29.646  ,iso-1
18100  ,-2.119e+003  ,2.0548  ,9.9186  ,19.532  ,iso-1
18101  ,-9.236e+002  ,2.0548  ,9.9186  ,18.085  ,iso-1
18102  ,-5.834e+002  ,2.0548  ,9.9186  ,16.639  ,iso-1
18103  ,-4.464e+002  ,2.0548  ,9.9186  ,15.192  ,iso-1
18104  ,-4.171e+002  ,2.0548  ,9.9186  ,13.746  ,iso-1
18105  ,-3.362e+002  ,2.0548  ,9.9186  ,12.3  ,iso-1
18106  ,-3.841e+002  ,2.0548  ,9.9186  ,10.853  ,iso-1
18107  ,-3.576e+002  ,2.0548  ,9.9186  ,9.4069  ,iso-1
18108  ,-2.653e+002  ,2.0548  ,9.9186  ,7.9605  ,iso-1
18109  ,-5.770e+002  ,2.0548  ,9.9186  ,6.5141  ,iso-1
18110  ,-5.974e+002  ,2.0548  ,9.9186  ,5.0677  ,iso-1
18111  ,-9.153e+002  ,2.0548  ,9.9186  ,3.6214  ,iso-1
18112  ,-4.476e+002  ,2.0548  ,9.9186  ,2.175  ,iso-1
18113  ,-8.137e+002  ,2.0548  ,9.9186  ,0.72857  ,iso-1
18114  ,-2.244e+003  ,2.0548  ,9.9186  ,-0.71781  ,iso-1
18115  ,-5.155e+003  ,2.0548  ,9.9186  ,-2.1642  ,iso-1
18116  ,-7.481e+003  ,2.0548  ,9.9186  ,-3.6106  ,iso-1
18117  ,-6.872e+003  ,2.0548  ,9.9186  ,-5.057  ,iso-1
18118  ,-6.418e+003  ,2.0548  ,9.9186  ,-6.5034  ,iso-1
18119  ,-3.991e+003  ,2.0548  ,9.9186  ,-7.9498  ,iso-1
18120  ,-1.081e+003  ,2.0548  ,9.9186  ,-9.3961  ,iso-1
18121  ,-9.492e+002  ,2.0548  ,9.9186  ,-10.843  ,iso-1
18122  ,-4.995e+002  ,2.0548  ,9.9186  ,-12.289  ,iso-1
18123  ,-4.943e+002  ,2.0548  ,9.9186  ,-13.735  ,iso-1
18124  ,-6.059e+002  ,2.0548  ,9.9186  ,-15.182  ,iso-1
18125  ,-6.701e+002  ,2.0548  ,9.9186  ,-16.628  ,iso-1
18126  ,-1.774e+002  ,2.0548  ,9.9186  ,-18.074  ,iso-1
18127  ,-3.008e+002  ,2.0548  ,9.9186  ,-19.521  ,iso-1
18128  ,-3.458e+002  ,2.0548  ,9.9186  ,-20.967  ,iso-1
18129  ,-3.496e+002  ,2.0548  ,9.9186  ,-22.414  ,iso-1
18130  ,-4.312e+002  ,2.0548  ,9.9186  ,-23.86  ,iso-1
18131  ,-4.634e+002  ,2.0548  ,9.9186  ,-25.306  ,iso-1
18132  ,-5.826e+002  ,2.0548  ,9.9186  ,-26.753  ,iso-1
18133  ,-8.854e+002  ,2.0548  ,9.9186  ,-28.199  ,iso-1
18134  ,-1.910e+003  ,2.0548  ,9.9186  ,-29.646  ,iso-1
18135  ,-2.101e+003  ,3.4807  ,9.9186  ,19.532  ,iso-1
18136  ,-8.633e+002  ,3.4807  ,9.9186  ,18.085  ,iso-1
18137  ,-5.747e+002  ,3.4807  ,9.9186  ,16.639  ,iso-1
18138  ,-4.392e+002  ,3.4807  ,9.9186  ,15.192  ,iso-1
18139  ,-4.240e+002  ,3.4807  ,9.9186  ,13.746  ,iso-1
18140  ,-3.253e+002  ,3.4807  ,9.9186  ,12.3  ,iso-1
18141  ,-4.098e+002  ,3.4807  ,9.9186  ,10.853  ,iso-1
18142  ,-4.582e+002  ,3.4807  ,9.9186  ,9.4069  ,iso-1
18143  ,-3.089e+002  ,3.4807  ,9.9186  ,7.9605  ,iso-1
18144  ,-3.335e+002  ,3.4807  ,9.9186  ,6.5141  ,iso-1
18145  ,-4.491e+002  ,3.4807  ,9.9186  ,5.0677  ,iso-1
18146  ,-8.033e+002  ,3.4807  ,9.9186  ,3.6214  ,iso-1
18147  ,-6.689e+002  ,3.4807  ,9.9186  ,2.175  ,iso-1
18148  ,-7.069e+002  ,3.4807  ,9.9186  ,0.72857  ,iso-1
18149  ,-5.302e+002  ,3.4807  ,9.9186  ,-0.71781  ,iso-1
18150  ,-4.498e+002  ,3.4807  ,9.9186  ,-2.1642  ,iso-1
18151  ,-1.333e+003  ,3.4807  ,9.9186  ,-3.6106  ,iso-1
18152  ,-2.051e+003  ,3.4807  ,9.9186  ,-5.057  ,iso-1
18153  ,-1.139e+003  ,3.4807  ,9.9186  ,-6.5034  ,iso-1
18154  ,-1.712e+003  ,3.4807  ,9.9186  ,-7.9498  ,iso-1
18155  ,-2.682e+002  ,3.4807  ,9.9186  ,-9.3961  ,iso-1
18156  ,-9.218e+002  ,3.4807  ,9.9186  ,-10.843  ,iso-1
18157  ,-7.520e+002  ,3.4807  ,9.9186  ,-12.289  ,iso-1
18158  ,-1.096e+003  ,3.4807  ,9.9186  ,-13.735  ,iso-1
18159  ,-8.410e+002  ,3.4807  ,9.9186  ,-15.182  ,iso-1
18160  ,-3.115e+002  ,3.4807  ,9.9186  ,-16.628  ,iso-1
18161  ,-2.818e+002  ,3.4807  ,9.9186  ,-18.074  ,iso-1
18162  ,-3.946e+002  ,3.4807  ,9.9186  ,-19.521  ,iso-1
18163  ,-4.078e+002  ,3.4807  ,9.9186  ,-20.967  ,iso-1
18164  ,-3.808e+002  ,3.4807  ,9.9186  ,-22.414  ,iso-1
18165  ,-4.054e+002  ,3.4807  ,9.9186  ,-23.86  ,iso-1
18166  ,-4.553e+002  ,3.4807  ,9.9186  ,-25.306  ,iso-1
18167  ,-5.892e+002  ,3.4807  ,9.9186  ,-26.753  ,iso-1
18168  ,-8.666e+002  ,3.4807  ,9.9186  ,-28.199  ,iso-1
18169  ,-1.881e+003  ,3.4807  ,9.9186  ,-29.646  ,iso-1
18170  ,-2.035e+003  ,4.9067  ,9.9186  ,19.532  ,iso-1
18171  ,-8.513e+002  ,4.9067  ,9.9186  ,18.085  ,iso-1
18172  ,-5.754e+002  ,4.9067  ,9.9186  ,16.639  ,iso-1
18173  ,-4.426e+002  ,4.9067  ,9.9186  ,15.192  ,iso-1
18174  ,-4.045e+002  ,4.9067  ,9.9186  ,13.746  ,iso-1
18175  ,-3.606e+002  ,4.9067  ,9.9186  ,12.3  ,iso-1
18176  ,-3.827e+002  ,4.9067  ,9.9186  ,10.853  ,iso-1
18177  ,-4.011e+002  ,4.9067  ,9.9186  ,9.4069  ,iso-1
18178  ,-3.707e+002  ,4.9067  ,9.9186  ,7.9605  ,iso-1
18179  ,-3.566e+002  ,4.9067  ,9.9186  ,6.5141  ,iso-1
18180  ,-2.855e+002  ,4.9067  ,9.9186  ,5.0677  ,iso-1
18181  ,-5.012e+002  ,4.9067  ,9.9186  ,3.6214  ,iso-1
18182  ,-8.305e+002  ,4.9067  ,9.9186  ,2.175  ,iso-1
18183  ,-1.174e+003  ,4.9067  ,9.9186  ,0.72857  ,iso-1
18184  ,-1.298e+003  ,4.9067  ,9.9186  ,-0.71781  ,iso-1
18185  ,-8.524e+002  ,4.9067  ,9.9186  ,-2.1642  ,iso-1
18186  ,-8.673e+002  ,4.9067  ,9.9186  ,-3.6106  ,iso-1
18187  ,-1.264e+003  ,4.9067  ,9.9186  ,-5.057  ,iso-1
18188  ,-9.260e+002  ,4.9067  ,9.9186  ,-6.5034  ,iso-1
18189  ,-8.593e+002  ,4.9067  ,9.9186  ,-7.9498  ,iso-1
18190  ,-8.640e+002  ,4.9067  ,9.9186  ,-9.3961  ,iso-1
18191  ,-1.194e+003  ,4.9067  ,9.9186  ,-10.843  ,iso-1
18192  ,-7.821e+002  ,4.9067  ,9.9186  ,-12.289  ,iso-1
18193  ,-7.838e+002  ,4.9067  ,9.9186  ,-13.735  ,iso-1
18194  ,-2.483e+002  ,4.9067  ,9.9186  ,-15.182  ,iso-1
18195  ,-2.648e+002  ,4.9067  ,9.9186  ,-16.628  ,iso-1
18196  ,-4.144e+002  ,4.9067  ,9.9186  ,-18.074  ,iso-1
18197  ,-4.629e+002  ,4.9067  ,9.9186  ,-19.521  ,iso-1
18198  ,-4.456e+002  ,4.9067  ,9.9186  ,-20.967  ,iso-1
18199  ,-3.755e+002  ,4.9067  ,9.9186  ,-22.414  ,iso-1
18200  ,-4.180e+002  ,4.9067  ,9.9186  ,-23.86  ,iso-1
18201  ,-4.466e+002  ,4.9067  ,9.9186  ,-25.306  ,iso-1
18202  ,-5.789e+002  ,4.9067  ,9.9186  ,-26.753  ,iso-1
18203  ,-8.453e+002  ,4.9067  ,9.9186  ,-28.199  ,iso-1
18204  ,-1.871e+003  ,4.9067  ,9.9186  ,-29.646  ,iso-1
18205  ,-1.928e+003  ,6.3327  ,9.9186  ,19.532  ,iso-1
18206  ,-9.225e+002  ,6.3327  ,9.9186  ,18.085  ,iso-1
18207  ,-5.651e+002  ,6.3327  ,9.9186  ,16.639  ,iso-1
18208  ,-4.329e+002  ,6.3327  ,9.9186  ,15.192  ,iso-1
18209  ,-4.085e+002  ,6.3327  ,9.9186  ,13.746  ,iso-1
18210  ,-3.780e+002  ,6.3327  ,9.9186  ,12.3  ,iso-1
18211  ,-3.420e+002  ,6.3327  ,9.9186  ,10.853  ,iso-1
18212  ,-3.573e+002  ,6.3327  ,9.9186  ,9.4069  ,iso-1
18213  ,-3.865e+002  ,6.3327  ,9.9186  ,7.9605  ,iso-1
18214  ,-4.153e+002  ,6.3327  ,9.9186  ,6.5141  ,iso-1
18215  ,-4.623e+002  ,6.3327  ,9.9186  ,5.0677  ,iso-1
18216  ,-2.487e+002  ,6.3327  ,9.9186  ,3.6214  ,iso-1
18217  ,-5.258e+002  ,6.3327  ,9.9186  ,2.175  ,iso-1
18218  ,-7.093e+002  ,6.3327  ,9.9186  ,0.72857  ,iso-1
18219  ,-6.470e+002  ,6.3327  ,9.9186  ,-0.71781  ,iso-1
18220  ,-3.432e+001  ,6.3327  ,9.9186  ,-2.1642  ,iso-1
18221  ,-5.448e+002  ,6.3327  ,9.9186  ,-3.6106  ,iso-1
18222  ,-1.097e+003  ,6.3327  ,9.9186  ,-5.057  ,iso-1
18223  ,-8.771e+002  ,6.3327  ,9.9186  ,-6.5034  ,iso-1
18224  ,-5.588e+002  ,6.3327  ,9.9186  ,-7.9498  ,iso-1
18225  ,-7.647e+002  ,6.3327  ,9.9186  ,-9.3961  ,iso-1
18226  ,-6.779e+002  ,6.3327  ,9.9186  ,-10.843  ,iso-1
18227  ,-1.116e+002  ,6.3327  ,9.9186  ,-12.289  ,iso-1
18228  ,-1.378e+002  ,6.3327  ,9.9186  ,-13.735  ,iso-1
18229  ,-2.561e+002  ,6.3327  ,9.9186  ,-15.182  ,iso-1
18230  ,-3.009e+002  ,6.3327  ,9.9186  ,-16.628  ,iso-1
18231  ,-4.281e+002  ,6.3327  ,9.9186  ,-18.074  ,iso-1
18232  ,-3.966e+002  ,6.3327  ,9.9186  ,-19.521  ,iso-1
18233  ,-3.276e+002  ,6.3327  ,9.9186  ,-20.967  ,iso-1
18234  ,-3.422e+002  ,6.3327  ,9.9186  ,-22.414  ,iso-1
18235  ,-3.845e+002  ,6.3327  ,9.9186  ,-23.86  ,iso-1
18236  ,-4.437e+002  ,6.3327  ,9.9186  ,-25.306  ,iso-1
18237  ,-5.625e+002  ,6.3327  ,9.9186  ,-26.753  ,iso-1
18238  ,-8.273e+002  ,6.3327  ,9.9186  ,-28.199  ,iso-1
18239  ,-1.818e+003  ,6.3327  ,9.9186  ,-29.646  ,iso-1
18240  ,-1.844e+003  ,7.7586  ,9.9186  ,19.532  ,iso-1
18241  ,-8.580e+002  ,7.7586  ,9.9186  ,18.085  ,iso-1
18242  ,-5.522e+002  ,7.7586  ,9.9186  ,16.639  ,iso-1
18243  ,-4.326e+002  ,7.7586  ,9.9186  ,15.192  ,iso-1
18244  ,-3.938e+002  ,7.7586  ,9.9186  ,13.746  ,iso-1
18245  ,-3.765e+002  ,7.7586  ,9.9186  ,12.3  ,iso-1
18246  ,-4.148e+002  ,7.7586  ,9.9186  ,10.853  ,iso-1
18247  ,-3.704e+002  ,7.7586  ,9.9186  ,9.4069  ,iso-1
18248  ,-3.658e+002  ,7.7586  ,9.9186  ,7.9605  ,iso-1
18249  ,-4.236e+002  ,7.7586  ,9.9186  ,6.5141  ,iso-1
18250  ,-4.345e+002  ,7.7586  ,9.9186  ,5.0677  ,iso-1
18251  ,-3.449e+002  ,7.7586  ,9.9186  ,3.6214  ,iso-1
18252  ,-1.853e+002  ,7.7586  ,9.9186  ,2.175  ,iso-1
18253  ,-4.965e+002  ,7.7586  ,9.9186  ,0.72857  ,iso-1
18254  ,-4.221e+002  ,7.7586  ,9.9186  ,-0.71781  ,iso-1
18255  ,-5.253e+001  ,7.7586  ,9.9186  ,-2.1642  ,iso-1
18256  ,-6.765e+002  ,7.7586  ,9.9186  ,-3.6106  ,iso-1
18257  ,-6.358e+002  ,7.7586  ,9.9186  ,-5.057  ,iso-1
18258  ,-3.917e+002  ,7.7586  ,9.9186  ,-6.5034  ,iso-1
18259  ,-2.379e+002  ,7.7586  ,9.9186  ,-7.9498  ,iso-1
18260  ,-7.564e+002  ,7.7586  ,9.9186  ,-9.3961  ,iso-1
18261  ,-4.808e+002  ,7.7586  ,9.9186  ,-10.843  ,iso-1
18262  ,-1.474e+002  ,7.7586  ,9.9186  ,-12.289  ,iso-1
18263  ,-3.722e+002  ,7.7586  ,9.9186  ,-13.735  ,iso-1
18264  ,-5.255e+002  ,7.7586  ,9.9186  ,-15.182  ,iso-1
18265  ,-4.696e+002  ,7.7586  ,9.9186  ,-16.628  ,iso-1
18266  ,-4.037e+002  ,7.7586  ,9.9186  ,-18.074  ,iso-1
18267  ,-3.981e+002  ,7.7586  ,9.9186  ,-19.521  ,iso-1
18268  ,-3.590e+002  ,7.7586  ,9.9186  ,-20.967  ,iso-1
18269  ,-3.824e+002  ,7.7586  ,9.9186  ,-22.414  ,iso-1
18270  ,-4.118e+002  ,7.7586  ,9.9186  ,-23.86  ,iso-1
18271  ,-4.392e+002  ,7.7586  ,9.9186  ,-25.306  ,iso-1
18272  ,-5.498e+002  ,7.7586  ,9.9186  ,-26.753  ,iso-1
18273  ,-7.955e+002  ,7.7586  ,9.9186  ,-28.199  ,iso-1
18274  ,-1.736e+003  ,7.7586  ,9.9186  ,-29.646  ,iso-1
18275  ,-1.747e+003  ,9.1846  ,9.9186  ,19.532  ,iso-1
18276  ,-7.674e+002  ,9.1846  ,9.9186  ,18.085  ,iso-1
18277  ,-5.539e+002  ,9.1846  ,9.9186  ,16.639  ,iso-1
18278  ,-4.388e+002  ,9.1846  ,9.9186  ,15.192  ,iso-1
18279  ,-3.928e+002  ,9.1846  ,9.9186  ,13.746  ,iso-1
18280  ,-3.596e+002  ,9.1846  ,9.9186  ,12.3  ,iso-1
18281  ,-3.624e+002  ,9.1846  ,9.9186  ,10.853  ,iso-1
18282  ,-3.638e+002  ,9.1846  ,9.9186  ,9.4069  ,iso-1
18283  ,-3.443e+002  ,9.1846  ,9.9186  ,7.9605  ,iso-1
18284  ,-4.019e+002  ,9.1846  ,9.9186  ,6.5141  ,iso-1
18285  ,-4.679e+002  ,9.1846  ,9.9186  ,5.0677  ,iso-1
18286  ,-4.405e+002  ,9.1846  ,9.9186  ,3.6214  ,iso-1
18287  ,-4.156e+002  ,9.1846  ,9.9186  ,2.175  ,iso-1
18288  ,-5.706e+002  ,9.1846  ,9.9186  ,0.72857  ,iso-1
18289  ,-4.848e+002  ,9.1846  ,9.9186  ,-0.71781  ,iso-1
18290  ,-3.584e+002  ,9.1846  ,9.9186  ,-2.1642  ,iso-1
18291  ,-5.507e+002  ,9.1846  ,9.9186  ,-3.6106  ,iso-1
18292  ,-5.521e+002  ,9.1846  ,9.9186  ,-5.057  ,iso-1
18293  ,-4.577e+002  ,9.1846  ,9.9186  ,-6.5034  ,iso-1
18294  ,-3.775e+002  ,9.1846  ,9.9186  ,-7.9498  ,iso-1
18295  ,-4.579e+002  ,9.1846  ,9.9186  ,-9.3961  ,iso-1
18296  ,-4.084e+002  ,9.1846  ,9.9186  ,-10.843  ,iso-1
18297  ,-2.796e+002  ,9.1846  ,9.9186  ,-12.289  ,iso-1
18298  ,-4.529e+002  ,9.1846  ,9.9186  ,-13.735  ,iso-1
18299  ,-4.945e+002  ,9.1846  ,9.9186  ,-15.182  ,iso-1
18300  ,-3.313e+002  ,9.1846  ,9.9186  ,-16.628  ,iso-1
18301  ,-4.050e+002  ,9.1846  ,9.9186  ,-18.074  ,iso-1
18302  ,-3.655e+002  ,9.1846  ,9.9186  ,-19.521  ,iso-1
18303  ,-3.507e+002  ,9.1846  ,9.9186  ,-20.967  ,iso-1
18304  ,-3.954e+002  ,9.1846  ,9.9186  ,-22.414  ,iso-1
18305  ,-3.970e+002  ,9.1846  ,9.9186  ,-23.86  ,iso-1
18306  ,-4.207e+002  ,9.1846  ,9.9186  ,-25.306  ,iso-1
18307  ,-5.369e+002  ,9.1846  ,9.9186  ,-26.753  ,iso-1
18308  ,-7.769e+002  ,9.1846  ,9.9186  ,-28.199  ,iso-1
18309  ,-1.653e+003  ,9.1846  ,9.9186  ,-29.646  ,iso-1
18310  ,-1.685e+003  ,10.611  ,9.9186  ,19.532  ,iso-1
18311  ,-8.038e+002  ,10.611  ,9.9186  ,18.085  ,iso-1
18312  ,-5.313e+002  ,10.611  ,9.9186  ,16.639  ,iso-1
18313  ,-4.266e+002  ,10.611  ,9.9186  ,15.192  ,iso-1
18314  ,-3.950e+002  ,10.611  ,9.9186  ,13.746  ,iso-1
18315  ,-3.619e+002  ,10.611  ,9.9186  ,12.3  ,iso-1
18316  ,-3.472e+002  ,10.611  ,9.9186  ,10.853  ,iso-1
18317  ,-3.640e+002  ,10.611  ,9.9186  ,9.4069  ,iso-1
18318  ,-3.468e+002  ,10.611  ,9.9186  ,7.9605  ,iso-1
18319  ,-2.892e+002  ,10.611  ,9.9186  ,6.5141  ,iso-1
18320  ,-3.124e+002  ,10.611  ,9.9186  ,5.0677  ,iso-1
18321  ,-3.386e+002  ,10.611  ,9.9186  ,3.6214  ,iso-1
18322  ,-2.767e+002  ,10.611  ,9.9186  ,2.175  ,iso-1
18323  ,-3.129e+002  ,10.611  ,9.9186  ,0.72857  ,iso-1
18324  ,-3.825e+002  ,10.611  ,9.9186  ,-0.71781  ,iso-1
18325  ,-2.312e+002  ,10.611  ,9.9186  ,-2.1642  ,iso-1
18326  ,-4.999e+002  ,10.611  ,9.9186  ,-3.6106  ,iso-1
18327  ,-4.100e+002  ,10.611  ,9.9186  ,-5.057  ,iso-1
18328  ,-2.277e+002  ,10.611  ,9.9186  ,-6.5034  ,iso-1
18329  ,-5.015e+002  ,10.611  ,9.9186  ,-7.9498  ,iso-1
18330  ,-4.224e+002  ,10.611  ,9.9186  ,-9.3961  ,iso-1
18331  ,-3.440e+002  ,10.611  ,9.9186  ,-10.843  ,iso-1
18332  ,-3.383e+002  ,10.611  ,9.9186  ,-12.289  ,iso-1
18333  ,-4.949e+002  ,10.611  ,9.9186  ,-13.735  ,iso-1
18334  ,-3.799e+002  ,10.611  ,9.9186  ,-15.182  ,iso-1
18335  ,-2.289e+002  ,10.611  ,9.9186  ,-16.628  ,iso-1
18336  ,-3.608e+002  ,10.611  ,9.9186  ,-18.074  ,iso-1
18337  ,-3.638e+002  ,10.611  ,9.9186  ,-19.521  ,iso-1
18338  ,-3.640e+002  ,10.611  ,9.9186  ,-20.967  ,iso-1
18339  ,-3.898e+002  ,10.611  ,9.9186  ,-22.414  ,iso-1
18340  ,-3.920e+002  ,10.611  ,9.9186  ,-23.86  ,iso-1
18341  ,-4.272e+002  ,10.611  ,9.9186  ,-25.306  ,iso-1
18342  ,-5.296e+002  ,10.611  ,9.9186  ,-26.753  ,iso-1
18343  ,-7.487e+002  ,10.611  ,9.9186  ,-28.199  ,iso-1
18344  ,-1.586e+003  ,10.611  ,9.9186  ,-29.646  ,iso-1
18345  ,-1.553e+003  ,12.037  ,9.9186  ,19.532  ,iso-1
18346  ,-7.688e+002  ,12.037  ,9.9186  ,18.085  ,iso-1
18347  ,-5.207e+002  ,12.037  ,9.9186  ,16.639  ,iso-1
18348  ,-4.257e+002  ,12.037  ,9.9186  ,15.192  ,iso-1
18349  ,-3.845e+002  ,12.037  ,9.9186  ,13.746  ,iso-1
18350  ,-3.854e+002  ,12.037  ,9.9186  ,12.3  ,iso-1
18351  ,-3.736e+002  ,12.037  ,9.9186  ,10.853  ,iso-1
18352  ,-3.740e+002  ,12.037  ,9.9186  ,9.4069  ,iso-1
18353  ,-4.070e+002  ,12.037  ,9.9186  ,7.9605  ,iso-1
18354  ,-3.715e+002  ,12.037  ,9.9186  ,6.5141  ,iso-1
18355  ,-4.137e+002  ,12.037  ,9.9186  ,5.0677  ,iso-1
18356  ,-4.496e+002  ,12.037  ,9.9186  ,3.6214  ,iso-1
18357  ,-3.642e+002  ,12.037  ,9.9186  ,2.175  ,iso-1
18358  ,-4.505e+002  ,12.037  ,9.9186  ,0.72857  ,iso-1
18359  ,-4.390e+002  ,12.037  ,9.9186  ,-0.71781  ,iso-1
18360  ,-2.777e+002  ,12.037  ,9.9186  ,-2.1642  ,iso-1
18361  ,-4.867e+002  ,12.037  ,9.9186  ,-3.6106  ,iso-1
18362  ,-3.640e+002  ,12.037  ,9.9186  ,-5.057  ,iso-1
18363  ,-3.237e+002  ,12.037  ,9.9186  ,-6.5034  ,iso-1
18364  ,-3.590e+002  ,12.037  ,9.9186  ,-7.9498  ,iso-1
18365  ,-4.340e+002  ,12.037  ,9.9186  ,-9.3961  ,iso-1
18366  ,-3.695e+002  ,12.037  ,9.9186  ,-10.843  ,iso-1
18367  ,-3.616e+002  ,12.037  ,9.9186  ,-12.289  ,iso-1
18368  ,-4.297e+002  ,12.037  ,9.9186  ,-13.735  ,iso-1
18369  ,-3.580e+002  ,12.037  ,9.9186  ,-15.182  ,iso-1
18370  ,-3.303e+002  ,12.037  ,9.9186  ,-16.628  ,iso-1
18371  ,-4.190e+002  ,12.037  ,9.9186  ,-18.074  ,iso-1
18372  ,-3.876e+002  ,12.037  ,9.9186  ,-19.521  ,iso-1
18373  ,-3.571e+002  ,12.037  ,9.9186  ,-20.967  ,iso-1
18374  ,-3.761e+002  ,12.037  ,9.9186  ,-22.414  ,iso-1
18375  ,-3.691e+002  ,12.037  ,9.9186  ,-23.86  ,iso-1
18376  ,-4.245e+002  ,12.037  ,9.9186  ,-25.306  ,iso-1
18377  ,-5.167e+002  ,12.037  ,9.9186  ,-26.753  ,iso-1
18378  ,-7.129e+002  ,12.037  ,9.9186  ,-28.199  ,iso-1
18379  ,-1.502e+003  ,12.037  ,9.9186  ,-29.646  ,iso-1
18380  ,-1.411e+003  ,13.462  ,9.9186  ,19.532  ,iso-1
18381  ,-7.132e+002  ,13.462  ,9.9186  ,18.085  ,iso-1
18382  ,-5.173e+002  ,13.462  ,9.9186  ,16.639  ,iso-1
18383  ,-4.295e+002  ,13.462  ,9.9186  ,15.192  ,iso-1
18384  ,-3.871e+002  ,13.462  ,9.9186  ,13.746  ,iso-1
18385  ,-3.894e+002  ,13.462  ,9.9186  ,12.3  ,iso-1
18386  ,-3.434e+002  ,13.462  ,9.9186  ,10.853  ,iso-1
18387  ,-3.364e+002  ,13.462  ,9.9186  ,9.4069  ,iso-1
18388  ,-3.546e+002  ,13.462  ,9.9186  ,7.9605  ,iso-1
18389  ,-3.138e+002  ,13.462  ,9.9186  ,6.5141  ,iso-1
18390  ,-3.423e+002  ,13.462  ,9.9186  ,5.0677  ,iso-1
18391  ,-3.947e+002  ,13.462  ,9.9186  ,3.6214  ,iso-1
18392  ,-3.405e+002  ,13.462  ,9.9186  ,2.175  ,iso-1
18393  ,-3.223e+002  ,13.462  ,9.9186  ,0.72857  ,iso-1
18394  ,-3.831e+002  ,13.462  ,9.9186  ,-0.71781  ,iso-1
18395  ,-3.360e+002  ,13.462  ,9.9186  ,-2.1642  ,iso-1
18396  ,-4.095e+002  ,13.462  ,9.9186  ,-3.6106  ,iso-1
18397  ,-3.634e+002  ,13.462  ,9.9186  ,-5.057  ,iso-1
18398  ,-3.435e+002  ,13.462  ,9.9186  ,-6.5034  ,iso-1
18399  ,-3.997e+002  ,13.462  ,9.9186  ,-7.9498  ,iso-1
18400  ,-4.112e+002  ,13.462  ,9.9186  ,-9.3961  ,iso-1
18401  ,-3.589e+002  ,13.462  ,9.9186  ,-10.843  ,iso-1
18402  ,-3.693e+002  ,13.462  ,9.9186  ,-12.289  ,iso-1
18403  ,-3.950e+002  ,13.462  ,9.9186  ,-13.735  ,iso-1
